40,5,40,BB,820,99999
,8,,,821,99999
,10,,,822,99999
,12,,,823,99999
,15,,,824,99999
,18,,,825,99999
,21,,,826,99999
42,5,40,BB,827,99999
,8,,,828,99999
,10,,,829,99999
,12,,,830,99999
,15,,,831,99999
,18,,,832,99999
,21,,,833,99999
45,5,40,BB,834,99999
,8,,,835,99999
,10,,,836,99999
,12,,,837,99999
,15,,,838,99999
,18,,,839,99999
,21,,,840,99999
15,5,20,BB,358,99999
,8,,,359,99999
,10,,,360,99999
,12,,,361,99999
,15,,,362,99999
,18,,,363,99999
,21,,,364,99999
16,5,20,BB,365,99999
,8,,,366,99999
,10,,,367,99999
,12,,,368,99999
,15,,,369,99999
,18,,,370,99999
,21,,,371,99999
18,5,20,H,372,950
,8,,,373,950
,10,,,374,950
,12,,,375,950
,15,,,376,1170
,18,,,377,1170
,21,,,378,1500
21,5,20,H,386,1650
,8,,,387,1650
,10,,,388,1650
,12,,,389,1650
,15,,,390,2000
,18,,,391,2000
,21,,,392,2250
24,5,20,H,400,2200
,8,,,401,2200
,10,,,402,2200
,12,,,403,2200
,15,,,404,2500
,18,,,405,2500
,21,,,406,2900
27,5,20,H,414,2850
,8,,,415,2850
,10,,,416,2850
,12,,,417,2850
,15,,,418,3050
,18,,,419,3050
,21,,,420,3550
30,5,20,H,428,3450
,8,,,429,3450
,10,,,430,3450
,12,,,431,3450
,15,,,432,3550
,18,,,433,3550
,21,,,434,4050
33,5,20,H,442,3850
,8,,,443,3850
,10,,,444,3850
,12,,,445,3850
,15,,,446,4050
,18,,,447,4050
,21,,,448,4550
36,5,20,H,463,4400
,8,,,464,4600
,10,,,465,99999
,12,,,466,99999
,15,,,467,99999
,18,,,468,99999
,21,,,469,99999
40,5,20,H,470,99999
,8,,,471,99999
,10,,,472,99999
,12,,,473,99999
,15,,,474,99999
,18,,,475,99999
,21,,,476,99999
42,5,20,H,477,99999
,8,,,478,99999
,10,,,479,99999
,12,,,480,99999
,15,,,481,99999
,18,,,482,99999
,21,,,483,99999
45,5,20,H,484,99999
,8,,,485,99999
,10,,,486,99999
,12,,,487,99999
,15,,,488,99999
,18,,,489,99999
,21,,,490,99999
15,5,40,H,858,99999
,8,,,859,99999
,10,,,860,99999
,12,,,861,99999
,15,,,862,99999
,18,,,863,99999
,21,,,864,99999
16,5,40,H,865,99999
,8,,,866,99999
,10,,,867,99999
,12,,,868,99999
,15,,,869,99999
,18,,,870,99999
,21,,,871,99999
18,5,40,H,872,950
,8,,,873,950
,10,,,874,950
,12,,,875,950
,15,,,876,1170
,18,,,877,1170
,21,,,878,1500
21,5,40,H,886,1650
,8,,,887,1650
,10,,,888,1650
,12,,,889,1650
,15,,,890,2000
,18,,,891,2000
,21,,,892,2250
24,5,40,H,900,2200
,8,,,901,2200
,10,,,902,2200
,12,,,903,2200
,15,,,904,2500
,18,,,905,2500
,21,,,906,2900
27,5,40,H,914,2850
,8,,,915,2850
,10,,,916,2850
,12,,,917,2850
,15,,,918,3050
,18,,,919,3050
,21,,,920,3550
30,5,40,H,928,3450
,8,,,929,3450
,10,,,930,3450
,12,,,931,3450
,15,,,932,3550
,18,,,933,3550
,21,,,934,4050
33,5,40,H,942,3850
,8,,,943,3850
,10,,,944,3850
,12,,,945,3850
,15,,,946,4050
,18,,,947,4050
,21,,,948,4550
36,5,40,H,963,4400
,8,,,964,4600
,10,,,965,99999
,12,,,966,99999
,15,,,967,99999
,18,,,968,99999
,21,,,969,99999
40,5,40,H,970,99999
,8,,,971,99999
,10,,,972,99999
,12,,,973,99999
,15,,,974,99999
,18,,,975,99999
,21,,,976,99999
42,5,40,H,977,99999
,8,,,978,99999
,10,,,979,99999
,12,,,980,99999
,15,,,981,99999
,18,,,982,99999
,21,,,983,99999
45,5,40,H,984,99999
,8,,,985,99999
,10,,,986,99999
,12,,,987,99999
,15,,,988,99999
,18,,,989,99999
,21,,,990,99999
15,5,15,N,4008,99999
,8,,,4009,99999
,10,,,4010,99999
,12,,,4011,99999
,15,,,4012,99999
,18,,,4013,99999
,21,,,4014,99999
16,5,15,N,4015,99999
,8,,,4016,99999
,10,,,4017,99999
,12,,,4018,99999
,15,,,4019,99999
,18,,,4020,99999
,21,,,4021,99999
18,5,15,N,4022,-100
,8,,,4023,-100
,10,,,4024,-100
,12,,,4025,-100
,15,,,4026,0
,18,,,4027,0
,21,,,4028,300
21,5,15,N,4036,400
,8,,,4037,400
,10,,,4038,400
,12,,,4039,400
,15,,,4040,500
,18,,,4041,500
,21,,,4042,700
24,5,15,N,4050,800
,8,,,4051,800
,10,,,4052,800
,12,,,4053,800
,15,,,4054,900
,18,,,4055,900
,21,,,4056,1200
27,5,15,N,4064,1300
,8,,,4065,1300
,10,,,4066,1300
,12,,,4067,1300
,15,,,4068,1400
,18,,,4069,1400
,21,,,4070,1800
30,5,15,N,4078,1800
,8,,,4079,1800
,10,,,4080,1800
,12,,,4081,1800
,15,,,4082,1900
,18,,,4083,1900
,21,,,4084,2300
33,5,15,N,4092,2200
,8,,,4093,2200
,10,,,4094,2200
,12,,,4095,2200
,15,,,4096,2400
,18,,,4097,2400
,21,,,4098,2850
36,5,15,N,4113,2700
,8,,,4114,2700
,10,,,4115,2700
,12,,,4116,2700
,15,,,4117,2900
,18,,,4118,99999
,21,,,4119,99999
40,5,15,N,4120,99999
,8,,,4121,99999
,10,,,4122,99999
,12,,,4123,99999
,15,,,4124,99999
,18,,,4125,99999
,21,,,4126,99999
42,5,15,N,4127,99999
,8,,,4128,99999
,10,,,4129,99999
,12,,,4130,99999
,15,,,4131,99999
,18,,,4132,99999
,21,,,4133,99999
45,5,15,N,4134,99999
,8,,,4135,99999
,10,,,4136,99999
,12,,,4137,99999
,15,,,4138,99999
,18,,,4139,99999
,21,,,4140,99999
18,5,15,BB,4222,-200
,8,,,4223,-200
,10,,,4224,-200
,12,,,4225,-200
,15,,,4226,-100
,18,,,4227,-100
,21,,,4228,200
21,5,15,BB,4236,300
,8,,,4237,300
,10,,,4238,300
,12,,,4239,300
,15,,,4240,400
,18,,,4241,400
,21,,,4242,600
24,5,15,BB,4250,700
,8,,,4251,700
,10,,,4252,700
,12,,,4253,700
,15,,,4254,800
,18,,,4255,800
,21,,,4256,1100
27,5,15,BB,4264,1200
,8,,,4265,1200
,10,,,4266,1200
,12,,,4267,1200
,15,,,4268,1300
,18,,,4269,1300
,21,,,4270,1700
30,5,15,BB,4278,1700
,8,,,4279,1700
,10,,,4280,1700
,12,,,4281,1700
,15,,,4282,1800
,18,,,4283,1800
,21,,,4284,2200
33,5,15,BB,4292,2100
,8,,,4293,2100
,10,,,4294,2100
,12,,,4295,2100
,15,,,4296,2300
,18,,,4297,2300
,21,,,4298,2750
36,5,15,BB,4313,2600
,8,,,4314,2600
,10,,,4315,2600
,12,,,4316,2600
,15,,,4317,2800
,18,,,4318,99999
,21,,,4319,99999
40,5,15,BB,4320,99999
,8,,,4321,99999
,10,,,4322,99999
,12,,,4323,99999
,15,,,4324,99999
,18,,,4325,99999
,21,,,4326,99999
42,5,15,BB,4327,99999
,8,,,4328,99999
,10,,,4329,99999
,12,,,4330,99999
,15,,,4331,99999
,18,,,4332,99999
,21,,,4333,99999
45,5,15,BB,4334,99999
,8,,,4335,99999
,10,,,4336,99999
,12,,,4337,99999
,15,,,4338,99999
,18,,,4339,99999
,21,,,4340,99999
27,15,20,N,3068,2300
,18,,,3069,2300
,21,,,3070,2750
30,5,20,N,3078,2750
,8,,,3079,2750
,10,,,3080,2750
,12,,,3081,2750
,15,,,3082,2900
,18,,,3083,2900
,21,,,3084,3350
33,5,20,N,3092,3200
,8,,,3093,3200
,10,,,3094,3200
,12,,,3095,3200
,15,,,3096,3450
,18,,,3097,3450
,21,,,3098,3950
36,5,20,N,3113,3750
,8,,,3114,3750
,10,,,3115,3750
,12,,,3116,3750
,15,,,3117,4000
,18,,,3118,4000
,21,,,3119,4500
40,5,20,N,3120,4300
,8,,,3121,4300
,10,,,3122,4300
,12,,,3123,4300
,15,,,3124,4550
,18,,,3125,4550
,21,,,3126,5050
42,5,20,N,3127,4850
,8,,,3128,4850
,10,,,3129,4850
,12,,,3130,4850
,15,,,3131,5100
,18,,,3132,5100
,21,,,3133,5600
45,5,20,N,3134,5400
,8,,,3135,5400
,10,,,3136,5400
,12,,,3137,5400
,15,,,3138,5650
,18,,,3139,5650
,21,,,3140,6200
27,15,20,BB,3268,2200
,18,,,3269,2200
,21,,,3270,2650
30,5,20,BB,3278,2650
,8,,,3279,2650
,10,,,3280,2650
,12,,,3281,2650
,15,,,3282,2800
,18,,,3283,2800
,21,,,3284,3250
33,5,20,BB,3292,3100
,8,,,3293,3100
,10,,,3294,3100
,12,,,3295,3100
,15,,,3296,3350
,18,,,3297,3350
,21,,,3298,3850
36,5,20,BB,3313,3650
,8,,,3314,3650
,10,,,3315,3650
,12,,,3316,3650
,15,,,3317,3900
,18,,,3318,3900
,21,,,3319,4400
40,5,20,BB,3320,4200
,8,,,3321,4200
,10,,,3322,4200
,12,,,3323,4200
,15,,,3324,4450
,18,,,3325,4450
,21,,,3326,4950
42,5,20,BB,3327,4750
,8,,,3328,4750
,10,,,3329,4750
,12,,,3330,4750
,15,,,3331,5000
,18,,,3332,5000
,21,,,3333,5500
45,5,20,BB,3334,5300
,8,,,3335,5300
,10,,,3336,5300
,12,,,3337,5300
,15,,,3338,5550
,18,,,3339,5550
,21,,,3340,6100
27,15,20,H,3418,3950
,18,,,3419,3950
,21,,,3420,4500
30,5,20,H,3428,4400
,8,,,3429,4400
,10,,,3430,4400
,12,,,3431,4400
,15,,,3432,4550
,18,,,3433,4550
,21,,,3434,5100
33,5,20,H,3442,4850
,8,,,3443,4850
,10,,,3444,4850
,12,,,3445,4850
,15,,,3446,5100
,18,,,3447,5100
,21,,,3448,5650
36,5,20,H,3463,5450
,8,,,3464,5450
,10,,,3465,5450
,12,,,3466,5450
,15,,,3467,5700
,18,,,3468,5700
,21,,,3469,6250
40,5,20,H,3470,6100
,8,,,3471,6100
,10,,,3472,6100
,12,,,3473,6100
,15,,,3474,6350
,18,,,3475,6350
,21,,,3476,6900
42,5,20,H,3477,6750
,8,,,3478,6750
,10,,,3479,6750
,12,,,3480,6750
,15,,,3481,7000
,18,,,3482,7000
,21,,,3483,7550
45,5,20,H,3484,7400
,8,,,3485,7400
,10,,,3486,7400
,12,,,3487,7400
,15,,,3488,7650
,18,,,3489,7650
,21,,,3490,8200
,,1,N,9101,6800
,,,BB,9106,6700
,,,H,9111,8800
,,2,N,9102,2100
,,,BB,9107,2000
,,,H,9112,4100
,,3,N,9103,0
,,,BB,9108,-100
,,,H,9113,2000
,,4,N,9104,-1300
,,,BB,9109,-1400
,,,H,9114,700
,,5,N,9105,-2000
,,,BB,9110,-2100
,,,H,9115,0
,,6,N,9116,-2500
,,,BB,9117,-2600
,,,H,9118,-500
,,7,N,9119,-3000
,,,BB,9120,-3100
,,,H,9999999,-1000
